"Id","Label","clade","size","BGCtype","complete","MAGhit","MAG","GCFnum"
"MO_082.c_5316.region001","MO_082_c5316_001","site3","1","bacteriocin","NO","YES","MO_082.bin.21",1498
"MO_082.c_5456.region001","NA.","NA.","NA.","terpene","NO","YES","MO_082.bin.27",788
"MO_082.c_559.region001","MO_082_c559_001","site3","1","terpene","NO","YES","MO_082.bin.28",1523
"MO_082.c_560.region001","MO_082_c560_001","site3","1","terpene","NO","YES","MO_082.bin.33",1477
"MO_082.c_5761.region001","MO_082_c5761_001","site3","1","hglE-KS","NO","YES","MO_082.bin.39",1484
"MO_082.c_5773.region001","MO_082_c5773_001","site3","1","bacteriocin","NO","YES","MO_082.bin.38",1511
"MO_082.c_6007.region001","MO_082_c6007_001","site3","1","T1PKS","NO","YES","MO_082.bin.17",1484
"MO_082.c_6253.region001","MO_082_c6253_001","site3","1","NRPS","NO","NO","NA.",794
"MO_082.c_630.region001","MO_082_c630_001","site3","1","ladderane","NO","YES","MO_082.bin.26",795
"MO_082.c_6410.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_082.bin.18",796
"MO_082.c_6471.region001","MO_082_c6471_001","site3","1","hglE-KS","NO","YES","MO_082.bin.17",797
"MO_082.c_6539.region001","MO_082_c6539_001","site3","1","T1PKS","NO","NO","NA.",3133
"MO_082.c_654.region001","MO_082_c654_001","site3","1","NRPS","NO","YES","MO_082.bin.32",799
"MO_082.c_655.region001","MO_082_c655_001","site3","1","T1PKS","NO","YES","MO_082.bin.18",1521
"MO_082.c_6731.region001","MO_082_c6731_001","site3","1","terpene","NO","YES","MO_082.bin.10",801
"MO_082.c_685.region001","MO_082_c685_001","site3","1","hglE-KS","NO","YES","MO_082.bin.19",1976
"MO_082.c_7016.region001","MO_082_c7016_001","site3","1","bacteriocin","NO","YES","MO_082.bin.35",1455
"MO_082.c_714.region001","MO_082_c714_001","site3","1","bacteriocin","YES","YES","MO_082.bin.16",446
"MO_082.c_719.region001","MO_082_c719_001","site3","1","terpene","YES","YES","MO_082.bin.16",1531
"MO_082.c_7203.region001","MO_082_c7203_001","site3","1","TfuA-related","NO","YES","MO_082.bin.24",806
"MO_082.c_723.region001","MO_082_c723_001","site3","1","terpene","YES","YES","MO_082.bin.22",1478
"MO_082.c_7391.region001","MO_082_c7391_001","site3","1","NRPS","NO","NO","NA.",808
"MO_082.c_7463.region001","MO_082_c7463_001","site3","1","terpene","NO","YES","MO_082.bin.14",1105
"MO_082.c_7604.region001","MO_082_c7604_001","site3","1","NRPS","NO","NO","NA.",1145
"MO_082.c_7628.region001","MO_082_c7628_001","site3","1","T1PKS","NO","YES","MO_082.bin.22",287
"MO_082.c_7653.region001","MO_082_c7653_001","site3","1","T3PKS","NO","YES","MO_082.bin.28",2833
"MO_082.c_7689.region001","MO_082_c7689_001","site3","1","NRPS","NO","YES","MO_082.bin.10",1145
"MO_082.c_769.region001","MO_082_c769_001","site3","1","T1PKS","NO","YES","MO_082.bin.18",814
"MO_082.c_7750.region001","MO_082_c7750_001","site3","1","NRPS-like","NO","YES","MO_082.bin.14",958
"MO_082.c_784.region001","MO_082_c784_001","site3","1","NRPS","NO","YES","MO_082.bin.28",1526
"MO_082.c_787.region001","MO_082_c787_001","site3","1","other","NO","NO","NA.",817
"MO_082.c_7979.region001","NA.","NA.","NA.","indole","NO","YES","MO_082.bin.29",818
"MO_082.c_81.region001","MO_082_c81_001","site3","1","terpene","NO","YES","MO_082.bin.32",1447
"MO_082.c_831.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_082.bin.11",820
"MO_082.c_841.region001","MO_082_c841_001","site3","1","terpene","NO","YES","MO_082.bin.26",89
"MO_082.c_844.region001","MO_082_c844_001","site3","1","terpene","NO","YES","MO_082.bin.33",452
"MO_082.c_868.region001","MO_082_c868_001","site3","1","NRPS-like","NO","YES","MO_082.bin.33",383
"MO_082.c_936.region001","MO_082_c936_001","site3","1","arylpolyene","NO","YES","MO_082.bin.33",1393
"MO_082.c_941.region001","MO_082_c941_001","site3","1","hglE-KS","NO","YES","MO_082.bin.9",1421
"MO_082.c_952.region001","MO_082_c952_001","site3","1","terpene","NO","YES","MO_082.bin.18",1467
"MO_082.c_966.region001","MO_082_c966_001","site3","1","bacteriocin","NO","YES","MO_082.bin.18",2866
"MO_082.c_968.region001","MO_082_c968_001","site3","1","resorcinol","NO","YES","MO_082.bin.33",363
"MO_082.c_983.region001","MO_082_c983_001","site3","1","resorcinol","NO","YES","MO_082.bin.32",363
"MO_098.c_1103.region001","MO_098_c1103_001","site4","1","hglE-KS","NO","YES","MO_098.bin.18",1916
"MO_098.c_1284.region001","MO_098_c1284_001","site4","1","ladderane","NO","YES","MO_098.bin.9",831
"MO_098.c_1422.region001","MO_098_c1422_001","site4","1","T3PKS","NO","YES","MO_098.bin.11",29
"MO_098.c_1476.region001","MO_098_c1476_001","site4","1","NRPS-like","NO","YES","MO_098.bin.12",487
"MO_098.c_159.region001","MO_098_c159_001","site4","1","bacteriocin","NO","YES","MO_098.bin.13",63
"MO_098.c_1605.region001","MO_098_c1605_001","site4","1","NRPS-like","NO","YES","MO_098.bin.7",1754
"MO_098.c_1721.region001","MO_098_c1721_001","site4","1","NAGGN","NO","YES","MO_098.bin.23",23
"MO_098.c_1748.region001","MO_098_c1748_001","site4","1","bacteriocin","NO","NO","NA.",1945
"MO_098.c_1756.region001","MO_098_c1756_001","site4","1","T1PKS","NO","YES","MO_098.bin.17",1521
"MO_098.c_1877.region001","MO_098_c1877_001","site4","1","hglE-KS","NO","YES","MO_098.bin.13",1769
"MO_098.c_188.region001","MO_098_c188_001","site4","1","terpene","NO","YES","MO_098.bin.6",887
"MO_098.c_1962.region001","MO_098_c1962_001","site4","1","bacteriocin","NO","YES","MO_098.bin.21",970
"MO_098.c_1965.region001","MO_098_c1965_001","site4","1","terpene","NO","YES","MO_098.bin.9",1911
"MO_098.c_1996.region001","MO_098_c1996_001","site4","1","terpene","NO","YES","MO_098.bin.19",1531
"MO_098.c_2103.region001","MO_098_c2103_001","site4","1","terpene","NO","YES","MO_098.bin.6",1420
"MO_098.c_2117.region001","MO_098_c2117_001","site4","1","terpene","NO","YES","MO_098.bin.9",89
"MO_098.c_216.region001","MO_098_c216_001","site4","1","terpene","NO","YES","MO_098.bin.6",910
"MO_098.c_2231.region001","NA.","NA.","NA.","T3PKS","NO","YES","MO_098.bin.11",847
"MO_098.c_2237.region001","MO_098_c2237_001","site4","1","TfuA-related","NO","YES","MO_098.bin.6",2647
"MO_098.c_225.region001","MO_098_c225_001","site4","1","NRPS-like","NO","YES","MO_098.bin.21",849
"MO_098.c_2417.region001","MO_098_c2417_001","site4","1","terpene","NO","YES","MO_098.bin.9",1092
"MO_098.c_2452.region001","MO_098_c2452_001","site4","1","NRPS","NO","YES","MO_098.bin.9",851
"MO_098.c_274.region001","MO_098_c274_001","site4","1","T3PKS","NO","YES","MO_098.bin.6",348
"MO_098.c_2745.region001","MO_098_c2745_001","site4","1","T1PKS","NO","YES","MO_098.bin.13",1484
"MO_098.c_281.region001","MO_098_c281_001","site4","1","TfuA-related","NO","YES","MO_098.bin.6",868
"MO_098.c_302.region001","MO_098_c302_001","site4","1","NRPS-like","NO","YES","MO_098.bin.6",855
"MO_098.c_3044.region001","MO_098_c3044_001","site4","1","bacteriocin","NO","YES","MO_098.bin.19",446
"MO_098.c_3278.region001","MO_098_c3278_001","site4","1","NRPS","NO","YES","MO_098.bin.6",1139
"MO_098.c_3314.region001","MO_098_c3314_001","site4","1","terpene","NO","YES","MO_098.bin.10",1420
"MO_098.c_3358.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_098.bin.2",859
"MO_098.c_3364.region001","MO_098_c3364_001","site4","1","terpene","NO","YES","MO_098.bin.3",966
"MO_098.c_3386.region001","MO_098_c3386_001","site4","1","terpene","NO","YES","MO_098.bin.3",966
"MO_098.c_3453.region001","MO_098_c3453_001","site4","1","NRPS","NO","YES","MO_098.bin.6",2030
"MO_098.c_3486.region001","MO_098_c3486_001","site4","1","T1PKS","NO","NO","NA.",3133
"MO_098.c_35.region001","MO_098_c35_001","site4","1","terpene","NO","YES","MO_098.bin.16",452
"MO_098.c_3667.region001","MO_098_c3667_001","site4","1","T1PKS","NO","YES","MO_098.bin.1",1656
"MO_098.c_3676.region001","MO_098_c3676_001","site4","1","arylpolyene","NO","YES","MO_098.bin.10",2686
"MO_098.c_3867.region001","MO_098_c3867_001","site4","1","NRPS-like","NO","YES","MO_098.bin.10",1392
"MO_098.c_391.region001","MO_098_c391_001","site4","1","TfuA-related","NO","YES","MO_098.bin.16",868
"MO_098.c_3959.region001","MO_098_c3959_001","site4","1","T1PKS","NO","YES","MO_098.bin.17",1491
"MO_098.c_4408.region001","MO_098_c4408_001","site4","1","bacteriocin","NO","YES","MO_098.bin.13",2942
"MO_098.c_4532.region001","NA.","NA.","NA.","phosphonate","NO","YES","MO_098.bin.21",871
"MO_098.c_4944.region001","MO_098_c4944_001","site4","1","terpene","NO","YES","MO_098.bin.11",2925
"MO_098.c_4989.region001","NA.","NA.","NA.","terpene","NO","YES","MO_098.bin.21",873
"MO_098.c_5031.region001","MO_098_c5031_001","site4","1","NRPS-like","NO","YES","MO_098.bin.23",1451
"MO_098.c_672.region001","MO_098_c672_001","site4","1","T1PKS","NO","YES","MO_098.bin.11",3145
"MO_098.c_823.region001","MO_098_c823_001","site4","1","T1PKS","NO","YES","MO_098.bin.7",1670
"MO_098.c_921.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",877
"MO_098.c_949.region001","NA.","NA.","NA.","other","NO","NO","NA.",878
"MO_098.c_953.region001","MO_098_c953_001","site4","1","terpene","NO","YES","MO_098.bin.11",2660
"MO_102.c_1175.region001","MO_102_c1175_001","site4","1","terpene","YES","YES","MO_102.bin.1",966
"MO_102.c_1203.region001","MO_102_c1203_001","site4","1","T1PKS","NO","YES","MO_102.bin.8",1421
"MO_102.c_127.region001","MO_102_c127_001","site4","1","terpene","NO","YES","MO_102.bin.14",882
"MO_102.c_1287.region001","MO_102_c1287_001","site4","1","NRPS-like","NO","NO","NA.",922
"MO_102.c_1436.region001","MO_102_c1436_001","site4","1","terpene","NO","YES","MO_102.bin.8",1452
"MO_102.c_1505.region001","MO_102_c1505_001","site4","1","NRPS-like","NO","YES","MO_102.bin.14",958
"MO_102.c_1593.region001","MO_102_c1593_001","site4","1","bacteriocin","NO","YES","MO_102.bin.10",1466
"MO_102.c_1965.region001","MO_102_c1965_001","site4","1","terpene","NO","YES","MO_102.bin.7",887
"MO_102.c_1996.region001","MO_102_c1996_001","site4","1","bacteriocin","NO","YES","MO_102.bin.8",2942
"MO_102.c_2089.region001","MO_102_c2089_001","site4","1","T1PKS","NO","YES","MO_102.bin.16",1491
"MO_102.c_2228.region001","MO_102_c2228_001","site4","1","phosphonate","NO","YES","MO_102.bin.12",123
"MO_102.c_2254.region001","MO_102_c2254_001","site4","1","resorcinol","NO","YES","MO_102.bin.11",891
"MO_102.c_2813.region001","MO_102_c2813_001","site4","1","NRPS-like","NO","YES","MO_102.bin.14",31
"MO_102.c_2898.region001","MO_102_c2898_001","site4","1","bacteriocin","NO","YES","MO_102.bin.1",893
"MO_102.c_2937.region001","MO_102_c2937_001","site4","1","NRPS-like","NO","YES","MO_102.bin.4",3115
"MO_102.c_2959.region001","MO_102_c2959_001","site4","1","hglE-KS","NO","YES","MO_102.bin.6",975
"MO_102.c_2963.region001","MO_102_c2963_001","site4","1","NRPS-like","NO","YES","MO_102.bin.1",1754
"MO_102.c_3157.region001","MO_102_c3157_001","site4","1","T1PKS","NO","YES","MO_102.bin.1",975
"MO_102.c_331.region001","MO_102_c331_001","site4","1","NRPS-like","NO","YES","MO_102.bin.10",1451
"MO_102.c_350.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",899
"MO_102.c_371.region001","MO_102_c371_001","site4","1","phosphonate","NO","YES","MO_102.bin.4",3130
"MO_102.c_384.region001","MO_102_c384_001","site4","1","terpene","NO","YES","MO_102.bin.5",966
"MO_102.c_388.region001","MO_102_c388_001","site4","1","hglE-KS","NO","YES","MO_102.bin.8",902
"MO_102.c_520.region001","MO_102_c520_001","site4","1","hglE-KS","NO","YES","MO_102.bin.8",1769
"MO_102.c_5367.region001","MO_102_c5367_001","site4","1","terpene","NO","YES","MO_102.bin.13",904
"MO_102.c_5476.region001","MO_102_c5476_001","site4","1","terpene","NO","YES","MO_102.bin.16",1506
"MO_102.c_596.region001","MO_102_c596_001","site4","1","NRPS-like","NO","YES","MO_102.bin.7",855
"MO_102.c_665.region001","MO_102_c665_001","site4","1","T1PKS","NO","YES","MO_102.bin.1",975
"MO_102.c_674.region001","MO_102_c674_001","site4","1","T3PKS","NO","YES","MO_102.bin.4",2292
"MO_102.c_681.region001","MO_102_c681_001","site4","1","bacteriocin","NO","YES","MO_102.bin.8",63
"MO_102.c_719.region001","MO_102_c719_001","site4","1","terpene","NO","YES","MO_102.bin.7",910
"MO_102.c_743.region001","MO_102_c743_001","site4","1","bacteriocin","NO","YES","MO_102.bin.14",970
"MO_102.c_817.region001","MO_102_c817_001","site4","1","T1PKS","NO","YES","MO_102.bin.4",1056
"MO_102.c_840.region001","MO_102_c840_001","site4","1","terpene","NO","YES","MO_102.bin.12",1531
"MO_102.c_846.region001","MO_102_c846_001","site4","1","bacteriocin","YES","YES","MO_102.bin.12",446
"MO_102.c_930.region001","MO_102_c930_001","site4","1","terpene","NO","YES","MO_102.bin.7",1477
"MO_103.c_1033.region001","NA.","NA.","NA.","terpene","NO","YES","MO_103.bin.8",916
"MO_103.c_1076.region001","MO_103_c1076_001","site4","1","hglE-KS","NO","NO","NA.",1948
"MO_103.c_1085.region001","NA.","NA.","NA.","microviridin","NO","YES","MO_103.bin.8",918
"MO_103.c_113.region001","NA.","NA.","NA.","NRPS","NO","YES","MO_103.bin.8",919
"MO_103.c_1170.region001","NA.","NA.","NA.","arylpolyene","NO","YES","MO_103.bin.15",920
"MO_103.c_1174.region001","NA.","NA.","NA.","NRPS-like","NO","NO","NA.",921
"MO_103.c_1179.region001","MO_103_c1179_001","site4","1","NRPS-like","NO","YES","MO_103.bin.8",922
"MO_103.c_1185.region001","MO_103_c1185_001","site4","1","NRPS","NO","NO","NA.",1860
"MO_103.c_128.region001","MO_103_c128_001","site4","1","arylpolyene","NO","YES","MO_103.bin.15",1393
"MO_103.c_1297.region001","MO_103_c1297_001","site4","1","terpene","NO","YES","MO_103.bin.10",2142
"MO_103.c_1307.region001","MO_103_c1307_001","site4","1","NRPS","NO","NO","NA.",1860
"MO_103.c_1421.region001","MO_103_c1421_001","site4","1","T1PKS","NO","YES","MO_103.bin.8",1206
"MO_103.c_1428.region001","MO_103_c1428_001","site4","1","NRPS-like","NO","YES","MO_103.bin.8",849
"MO_103.c_146.region001","MO_103_c146_001","site4","1","bacteriocin","YES","YES","MO_103.bin.26",2861
"MO_103.c_147.region001","MO_103_c147_001","site4","1","bacteriocin","YES","NO","NA.",447
"MO_103.c_1504.region001","MO_103_c1504_001","site4","1","bacteriocin","NO","YES","MO_103.bin.21",893
"MO_103.c_1509.region001","NA.","NA.","NA.","betalactone","NO","YES","MO_103.bin.23",932
"MO_103.c_158.region001","MO_103_c158_001","site4","1","T3PKS","NO","NO","NA.",1779
"MO_103.c_16.region001","MO_103_c16_001","site4","1","betalactone","YES","YES","MO_103.bin.26",934
"MO_103.c_1675.region001","NA.","NA.","NA.","bacteriocin","NO","NO","NA.",935
"MO_103.c_1699.region001","MO_103_c1699_001","site4","1","NRPS","NO","NO","NA.",1601
"MO_103.c_1727.region001","NA.","NA.","NA.","arylpolyene","NO","YES","MO_103.bin.7",937
"MO_103.c_178.region001","NA.","NA.","NA.","cyanobactin","NO","NO","NA.",938
"MO_103.c_185.region001","MO_103_c185_001","site4","1","bacteriocin","YES","YES","MO_103.bin.18",952
"MO_103.c_192.region001","MO_103_c192_001","site4","1","NRPS","NO","NO","NA.",3080
"MO_103.c_1934.region001","MO_103_c1934_001","site4","1","terpene","NO","NO","NA.",3056
"MO_103.c_197.region001","MO_103_c197_001","site4","1","T1PKS","NO","YES","MO_103.bin.14",1056
"MO_103.c_1994.region001","MO_103_c1994_001","site4","1","NRPS","NO","NO","NA.",1885
"MO_103.c_2.region001","NA.","NA.","NA.","bacteriocin","YES","YES","MO_103.bin.18",944
"MO_103.c_2040.region001","NA.","NA.","NA.","terpene","NO","NO","NA.",945
"MO_103.c_2043.region001","MO_103_c2043_001","site4","1","cyanobactin","NO","YES","MO_103.bin.8",2047
"MO_103.c_2051.region001","MO_103_c2051_001","site4","1","T1PKS","NO","YES","MO_103.bin.14",1779
"MO_103.c_2214.region001","MO_103_c2214_001","site4","1","NRPS","NO","NO","NA.",1779
"MO_103.c_2320.region001","MO_103_c2320_001","site4","1","T1PKS","NO","YES","MO_103.bin.8",1850
"MO_103.c_2386.region001","MO_103_c2386_001","site4","1","betalactone","NO","NO","NA.",950
"MO_103.c_2453.region001","MO_103_c2453_001","site4","1","NRPS-like","NO","NO","NA.",410
"MO_103.c_2486.region001","MO_103_c2486_001","site4","1","bacteriocin","NO","YES","MO_103.bin.12",952
"MO_103.c_251.region001","NA.","NA.","NA.","lanthipeptide","NO","YES","MO_103.bin.8",953
"MO_103.c_2558.region001","MO_103_c2558_001","site4","1","T1PKS","NO","YES","MO_103.bin.23",954
"MO_103.c_2646.region001","MO_103_c2646_001","site4","1","T1PKS","NO","NO","NA.",1626
"MO_103.c_2659.region001","MO_103_c2659_001","site4","1","PBDE","NO","YES","MO_103.bin.8",956
"MO_103.c_268.region001","MO_103_c268_001","site4","1","NRPS","NO","NO","NA.",3080
"MO_103.c_2733.region001","MO_103_c2733_001","site4","1","NRPS","NO","NO","NA.",958
"MO_103.c_28.region001","NA.","NA.","NA.","ectoine","NO","NO","NA.",959
"MO_103.c_2806.region001","MO_103_c2806_001","site4","1","NRPS","NO","YES","MO_103.bin.8",1946
"MO_103.c_292.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_103.bin.7",961
"MO_103.c_2970.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_103.bin.1",962
"MO_103.c_3143.region001","MO_103_c3143_001","site4","1","NRPS","NO","YES","MO_103.bin.8",3086
"MO_103.c_3299.region001","NA.","NA.","NA.","cyanobactin","NO","YES","MO_103.bin.8",964
"MO_103.c_3440.region001","MO_103_c3440_001","site4","1","terpene","NO","YES","MO_103.bin.13",1440
"MO_103.c_3481.region001","MO_103_c3481_001","site4","1","terpene","NO","YES","MO_103.bin.21",966
"MO_103.c_349.region001","MO_103_c349_001","site4","1","terpene","NO","YES","MO_103.bin.8",178
"MO_103.c_3504.region001","MO_103_c3504_001","site4","1","NRPS","NO","NO","NA.",1601
"MO_103.c_3543.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_103.bin.15",969
"MO_103.c_3544.region001","MO_103_c3544_001","site4","1","bacteriocin","NO","YES","MO_103.bin.8",970
"MO_103.c_3651.region001","MO_103_c3651_001","site4","1","hglE-KS","NO","YES","MO_103.bin.17",1330
"MO_103.c_380.region001","MO_103_c380_001","site4","1","terpene","NO","YES","MO_103.bin.8",882
"MO_103.c_464.region001","MO_103_c464_001","site4","1","NAGGN","NO","NO","NA.",23
"MO_103.c_470.region001","MO_103_c470_001","site4","1","betalactone","NO","YES","MO_103.bin.18",934
"MO_103.c_5445.region001","MO_103_c5445_001","site4","1","T1PKS","NO","YES","MO_103.bin.21",975
"MO_103.c_561.region001","MO_103_c561_001","site4","1","T1PKS","NO","NO","NA.",976
"MO_103.c_57.region001","MO_103_c57_001","site4","1","terpene","NO","YES","MO_103.bin.18",3056
"MO_103.c_5735.region001","MO_103_c5735_001","site4","1","terpene","NO","YES","MO_103.bin.17",1478
"MO_103.c_5763.region001","NA.","NA.","NA.","bacteriocin","NO","YES","MO_103.bin.26",979
"MO_103.c_5794.region001","MO_103_c5794_001","site4","1","bacteriocin","NO","NO","NA.",569
"MO_103.c_6023.region001","MO_103_c6023_001","site4","1","resorcinol","NO","YES","MO_103.bin.24",1904
"MO_103.c_6100.region001","MO_103_c6100_001","site4","1","T1PKS","NO","NO","NA.",982
"MO_103.c_6108.region001","MO_103_c6108_001","site4","1","NRPS-like","NO","YES","MO_103.bin.21",1754
"MO_103.c_6206.region001","MO_103_c6206_001","site4","1","T1PKS","NO","YES","MO_103.bin.14",1626
"MO_103.c_6280.region001","MO_103_c6280_001","site4","1","lanthipeptide","NO","NO","NA.",985
"MO_103.c_6452.region001","MO_103_c6452_001","site4","1","NRPS-like","NO","YES","MO_103.bin.4",3115
"MO_103.c_6487.region001","MO_103_c6487_001","site4","1","bacteriocin","NO","YES","MO_103.bin.8",2346
"MO_103.c_6509.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_103.bin.19",988
"MO_103.c_706.region001","MO_103_c706_001","site4","1","indole","NO","YES","MO_103.bin.8",170
"MO_103.c_719.region001","MO_103_c719_001","site4","1","NRPS","NO","NO","NA.",3080
"MO_103.c_748.region001","MO_103_c748_001","site4","1","bacteriocin","YES","NO","NA.",991
"MO_103.c_75.region001","MO_103_c75_001","site4","1","betalactone","NO","YES","MO_103.bin.13",2394
"MO_103.c_792.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_103.bin.18",993
"MO_103.c_8.region001","MO_103_c8_001","site4","1","terpene","YES","YES","MO_103.bin.26",3056
"MO_103.c_851.region001","NA.","NA.","NA.","phosphonate","NO","YES","MO_103.bin.8",995
"MO_103.c_899.region001","NA.","NA.","NA.","NRPS-like","NO","YES","MO_103.bin.15",996
"MO_103.c_901.region001","NA.","NA.","NA.","CDPS","NO","YES","MO_103.bin.8",997
